sample_id,condition,batch,patient_id,timepoint,gene,count
S02,control,batch1,P007,T0,GENE_0389,9
S02,control,batch1,P007,T0,GENE_0390,7
S02,control,batch1,P007,T0,GENE_0420,11
S02,control,batch1,P007,T0,GENE_0066,29
S02,control,batch1,P007,T0,GENE_0279,21
S02,control,batch1,P007,T0,GENE_0090,4
S02,control,batch1,P007,T0,GENE_0129,23
S02,control,batch1,P007,T0,GENE_0205,0
S02,control,batch1,P007,T0,GENE_0125,41
S02,control,batch1,P007,T0,GENE_0453,0
S02,control,batch1,P007,T0,GENE_0473,17
S02,control,batch1,P007,T0,GENE_0367,8
S02,control,batch1,P007,T0,GENE_0304,2
S02,control,batch1,P007,T0,GENE_0122,25
S02,control,batch1,P007,T0,GENE_0032,10
S02,control,batch1,P007,T0,GENE_0208,30
S02,control,batch1,P007,T0,GENE_0012,12
S02,control,batch1,P007,T0,GENE_0335,21
S02,control,batch1,P007,T0,GENE_0321,8
S02,control,batch1,P007,T0,GENE_0360,6
S02,control,batch1,P007,T0,GENE_0111,24
S02,control,batch1,P007,T0,GENE_0079,5
S02,control,batch1,P007,T0,GENE_0373,0
S02,control,batch1,P007,T0,GENE_0144,6
S02,control,batch1,P007,T0,GENE_0155,34
S02,control,batch1,P007,T0,GENE_0196,37
S02,control,batch1,P007,T0,GENE_0302,13
S02,control,batch1,P007,T0,GENE_0254,15
S02,control,batch1,P007,T0,GENE_0461,15
S02,control,batch1,P007,T0,GENE_0454,78
S02,control,batch1,P007,T0,GENE_0237,24
S02,control,batch1,P007,T0,GENE_0383,26
S02,control,batch1,P007,T0,GENE_0206,19
S02,control,batch1,P007,T0,GENE_0355,10
S02,control,batch1,P007,T0,GENE_0320,12
S02,control,batch1,P007,T0,GENE_0183,14
S02,control,batch1,P007,T0,GENE_0188,8
S02,control,batch1,P007,T0,GENE_0230,13
S02,control,batch1,P007,T0,GENE_0378,27
S02,control,batch1,P007,T0,GENE_0406,13
S02,control,batch1,P007,T0,GENE_0213,38
S02,control,batch1,P007,T0,GENE_0008,9
S02,control,batch1,P007,T0,GENE_0293,12
S02,control,batch1,P007,T0,GENE_0496,0
S02,control,batch1,P007,T0,GENE_0348,18
S02,control,batch1,P007,T0,GENE_0104,9
S02,control,batch1,P007,T0,GENE_0313,30
S02,control,batch1,P007,T0,GENE_0081,0
S02,control,batch1,P007,T0,GENE_0289,96
S02,control,batch1,P007,T0,GENE_0212,1
S02,control,batch1,P007,T0,GENE_0476,48
S02,control,batch1,P007,T0,GENE_0359,7
S02,control,batch1,P007,T0,GENE_0068,31
S02,control,batch1,P007,T0,GENE_0399,2
S02,control,batch1,P007,T0,GENE_0216,7
S02,control,batch1,P007,T0,GENE_0305,87
S02,control,batch1,P007,T0,GENE_0048,5
S02,control,batch1,P007,T0,GENE_0366,11
S02,control,batch1,P007,T0,GENE_0112,24
S02,control,batch1,P007,T0,GENE_0133,13
S02,control,batch1,P007,T0,GENE_0005,18
S02,control,batch1,P007,T0,GENE_0169,27
S02,control,batch1,P007,T0,GENE_0495,134
S02,control,batch1,P007,T0,GENE_0200,14
S02,control,batch1,P007,T0,GENE_0445,13
S02,control,batch1,P007,T0,GENE_0248,35
S02,control,batch1,P007,T0,GENE_0264,53
S02,control,batch1,P007,T0,GENE_0351,24
S02,control,batch1,P007,T0,GENE_0137,19
S02,control,batch1,P007,T0,GENE_0274,6
S02,control,batch1,P007,T0,GENE_0120,66
S02,control,batch1,P007,T0,GENE_0152,4
S02,control,batch1,P007,T0,GENE_0250,6
S02,control,batch1,P007,T0,GENE_0326,4
S02,control,batch1,P007,T0,GENE_0386,8
S02,control,batch1,P007,T0,GENE_0052,14
S02,control,batch1,P007,T0,GENE_0398,13
S02,control,batch1,P007,T0,GENE_0365,23
S02,control,batch1,P007,T0,GENE_0281,74
S02,control,batch1,P007,T0,GENE_0440,18
S02,control,batch1,P007,T0,GENE_0202,8
S02,control,batch1,P007,T0,GENE_0134,35
S02,control,batch1,P007,T0,GENE_0027,32
S02,control,batch1,P007,T0,GENE_0460,6
S02,control,batch1,P007,T0,GENE_0247,26
S02,control,batch1,P007,T0,GENE_0231,25
S02,control,batch1,P007,T0,GENE_0061,9
S02,control,batch1,P007,T0,GENE_0286,47
S02,control,batch1,P007,T0,GENE_0162,8
S02,control,batch1,P007,T0,GENE_0270,6
S02,control,batch1,P007,T0,GENE_0157,12
S02,control,batch1,P007,T0,GENE_0315,15
S02,control,batch1,P007,T0,GENE_0062,8
S02,control,batch1,P007,T0,GENE_0244,1
S02,control,batch1,P007,T0,GENE_0123,55
S02,control,batch1,P007,T0,GENE_0470,4
S02,control,batch1,P007,T0,GENE_0462,4
S02,control,batch1,P007,T0,GENE_0284,1
S02,control,batch1,P007,T0,GENE_0025,7
S02,control,batch1,P007,T0,GENE_0221,3
S02,control,batch1,P007,T0,GENE_0189,51
S02,control,batch1,P007,T0,GENE_0334,44
S02,control,batch1,P007,T0,GENE_0000,9
S02,control,batch1,P007,T0,GENE_0259,124
S02,control,batch1,P007,T0,GENE_0117,32
S02,control,batch1,P007,T0,GENE_0480,10
S02,control,batch1,P007,T0,GENE_0010,0
S02,control,batch1,P007,T0,GENE_0099,148
S02,control,batch1,P007,T0,GENE_0449,0
S02,control,batch1,P007,T0,GENE_0149,0
S02,control,batch1,P007,T0,GENE_0165,30
S02,control,batch1,P007,T0,GENE_0262,168
S02,control,batch1,P007,T0,GENE_0407,48
S02,control,batch1,P007,T0,GENE_0388,25
S02,control,batch1,P007,T0,GENE_0443,19
S02,control,batch1,P007,T0,GENE_0127,25
S02,control,batch1,P007,T0,GENE_0055,23
S02,control,batch1,P007,T0,GENE_0363,20
S02,control,batch1,P007,T0,GENE_0455,17
S02,control,batch1,P007,T0,GENE_0145,13
S02,control,batch1,P007,T0,GENE_0346,6
S02,control,batch1,P007,T0,GENE_0436,7
S02,control,batch1,P007,T0,GENE_0168,2
S02,control,batch1,P007,T0,GENE_0288,10
S02,control,batch1,P007,T0,GENE_0252,1
S02,control,batch1,P007,T0,GENE_0142,5
S02,control,batch1,P007,T0,GENE_0089,13
S02,control,batch1,P007,T0,GENE_0051,50
S02,control,batch1,P007,T0,GENE_0413,25
S02,control,batch1,P007,T0,GENE_0177,4
S02,control,batch1,P007,T0,GENE_0240,0
S02,control,batch1,P007,T0,GENE_0478,19
S02,control,batch1,P007,T0,GENE_0186,6
S02,control,batch1,P007,T0,GENE_0088,7
S02,control,batch1,P007,T0,GENE_0439,17
S02,control,batch1,P007,T0,GENE_0344,5
S02,control,batch1,P007,T0,GENE_0007,9
S02,control,batch1,P007,T0,GENE_0411,6
S02,control,batch1,P007,T0,GENE_0105,4
S02,control,batch1,P007,T0,GENE_0429,22
S02,control,batch1,P007,T0,GENE_0256,1
S02,control,batch1,P007,T0,GENE_0394,12
S02,control,batch1,P007,T0,GENE_0140,19
S02,control,batch1,P007,T0,GENE_0203,19
S02,control,batch1,P007,T0,GENE_0098,10
S02,control,batch1,P007,T0,GENE_0376,57
S02,control,batch1,P007,T0,GENE_0064,11
S02,control,batch1,P007,T0,GENE_0497,2
S02,control,batch1,P007,T0,GENE_0481,16
S02,control,batch1,P007,T0,GENE_0498,25
S02,control,batch1,P007,T0,GENE_0215,16
S02,control,batch1,P007,T0,GENE_0431,8
S02,control,batch1,P007,T0,GENE_0017,5
S02,control,batch1,P007,T0,GENE_0491,7
S02,control,batch1,P007,T0,GENE_0235,5
S02,control,batch1,P007,T0,GENE_0368,80
S02,control,batch1,P007,T0,GENE_0173,6
S02,control,batch1,P007,T0,GENE_0009,6
S02,control,batch1,P007,T0,GENE_0311,6
S02,control,batch1,P007,T0,GENE_0412,43
S02,control,batch1,P007,T0,GENE_0257,11
S02,control,batch1,P007,T0,GENE_0006,37
S02,control,batch1,P007,T0,GENE_0357,3
S02,control,batch1,P007,T0,GENE_0094,18
S02,control,batch1,P007,T0,GENE_0199,9
S02,control,batch1,P007,T0,GENE_0156,106
S02,control,batch1,P007,T0,GENE_0396,7
S02,control,batch1,P007,T0,GENE_0014,16
S02,control,batch1,P007,T0,GENE_0392,31
S02,control,batch1,P007,T0,GENE_0263,16
S02,control,batch1,P007,T0,GENE_0325,14
S02,control,batch1,P007,T0,GENE_0056,14
S02,control,batch1,P007,T0,GENE_0139,11
S02,control,batch1,P007,T0,GENE_0330,6
S02,control,batch1,P007,T0,GENE_0131,29
S02,control,batch1,P007,T0,GENE_0451,86
S02,control,batch1,P007,T0,GENE_0332,6
S02,control,batch1,P007,T0,GENE_0083,4
S02,control,batch1,P007,T0,GENE_0494,16
S02,control,batch1,P007,T0,GENE_0425,150
S02,control,batch1,P007,T0,GENE_0041,3
S02,control,batch1,P007,T0,GENE_0220,62
S02,control,batch1,P007,T0,GENE_0211,63
S02,control,batch1,P007,T0,GENE_0176,9
S02,control,batch1,P007,T0,GENE_0418,30
S02,control,batch1,P007,T0,GENE_0345,59
S02,control,batch1,P007,T0,GENE_0193,11
S02,control,batch1,P007,T0,GENE_0472,15
S02,control,batch1,P007,T0,GENE_0393,7
S02,control,batch1,P007,T0,GENE_0106,3
S02,control,batch1,P007,T0,GENE_0121,13
S02,control,batch1,P007,T0,GENE_0050,1
S02,control,batch1,P007,T0,GENE_0024,7
S02,control,batch1,P007,T0,GENE_0073,5
S02,control,batch1,P007,T0,GENE_0266,15
S02,control,batch1,P007,T0,GENE_0184,1
S02,control,batch1,P007,T0,GENE_0124,17
S02,control,batch1,P007,T0,GENE_0016,38
S02,control,batch1,P007,T0,GENE_0214,0
S02,control,batch1,P007,T0,GENE_0379,14
S02,control,batch1,P007,T0,GENE_0082,69
S02,control,batch1,P007,T0,GENE_0002,3
S02,control,batch1,P007,T0,GENE_0369,42
S02,control,batch1,P007,T0,GENE_0047,19
S02,control,batch1,P007,T0,GENE_0338,5
S02,control,batch1,P007,T0,GENE_0243,9
S02,control,batch1,P007,T0,GENE_0180,30
S02,control,batch1,P007,T0,GENE_0422,12
S02,control,batch1,P007,T0,GENE_0223,19
S02,control,batch1,P007,T0,GENE_0197,8
S02,control,batch1,P007,T0,GENE_0342,22
S02,control,batch1,P007,T0,GENE_0013,3
S02,control,batch1,P007,T0,GENE_0434,13
S02,control,batch1,P007,T0,GENE_0273,2
S02,control,batch1,P007,T0,GENE_0227,2
S02,control,batch1,P007,T0,GENE_0078,43
S02,control,batch1,P007,T0,GENE_0362,25
S02,control,batch1,P007,T0,GENE_0380,29
S02,control,batch1,P007,T0,GENE_0271,2
S02,control,batch1,P007,T0,GENE_0115,6
S02,control,batch1,P007,T0,GENE_0441,53
S02,control,batch1,P007,T0,GENE_0459,5
S02,control,batch1,P007,T0,GENE_0077,139
S02,control,batch1,P007,T0,GENE_0011,22
S02,control,batch1,P007,T0,GENE_0063,22
S02,control,batch1,P007,T0,GENE_0493,8
S02,control,batch1,P007,T0,GENE_0226,14
S02,control,batch1,P007,T0,GENE_0060,3
S02,control,batch1,P007,T0,GENE_0181,27
S02,control,batch1,P007,T0,GENE_0261,39
S02,control,batch1,P007,T0,GENE_0040,6
S02,control,batch1,P007,T0,GENE_0294,9
S02,control,batch1,P007,T0,GENE_0092,3
S02,control,batch1,P007,T0,GENE_0410,25
S02,control,batch1,P007,T0,GENE_0485,4
S02,control,batch1,P007,T0,GENE_0255,1
S02,control,batch1,P007,T0,GENE_0192,14
S02,control,batch1,P007,T0,GENE_0377,166
S02,control,batch1,P007,T0,GENE_0042,17
S02,control,batch1,P007,T0,GENE_0486,26
S02,control,batch1,P007,T0,GENE_0290,24
S02,control,batch1,P007,T0,GENE_0421,12
S02,control,batch1,P007,T0,GENE_0295,24
S02,control,batch1,P007,T0,GENE_0154,12
S02,control,batch1,P007,T0,GENE_0072,11
S02,control,batch1,P007,T0,GENE_0438,12
S02,control,batch1,P007,T0,GENE_0287,5
S02,control,batch1,P007,T0,GENE_0384,42
S02,control,batch1,P007,T0,GENE_0414,11
S02,control,batch1,P007,T0,GENE_0195,2
S02,control,batch1,P007,T0,GENE_0103,15
S02,control,batch1,P007,T0,GENE_0185,3
S02,control,batch1,P007,T0,GENE_0171,13
S02,control,batch1,P007,T0,GENE_0364,12
S02,control,batch1,P007,T0,GENE_0458,39
S02,control,batch1,P007,T0,GENE_0479,13
S02,control,batch1,P007,T0,GENE_0352,11
S02,control,batch1,P007,T0,GENE_0303,24
S02,control,batch1,P007,T0,GENE_0034,33
S02,control,batch1,P007,T0,GENE_0150,17
S02,control,batch1,P007,T0,GENE_0015,9
S02,control,batch1,P007,T0,GENE_0035,2
S02,control,batch1,P007,T0,GENE_0339,5
S02,control,batch1,P007,T0,GENE_0182,6
S02,control,batch1,P007,T0,GENE_0175,3
S02,control,batch1,P007,T0,GENE_0467,13
S02,control,batch1,P007,T0,GENE_0314,9
S02,control,batch1,P007,T0,GENE_0132,17
S02,control,batch1,P007,T0,GENE_0107,12
S02,control,batch1,P007,T0,GENE_0019,13
S02,control,batch1,P007,T0,GENE_0403,6
S02,control,batch1,P007,T0,GENE_0484,2
S02,control,batch1,P007,T0,GENE_0483,3
S02,control,batch1,P007,T0,GENE_0219,13
S02,control,batch1,P007,T0,GENE_0471,1
S02,control,batch1,P007,T0,GENE_0057,36
S02,control,batch1,P007,T0,GENE_0170,24
S02,control,batch1,P007,T0,GENE_0218,39
S02,control,batch1,P007,T0,GENE_0430,7
S02,control,batch1,P007,T0,GENE_0065,74
S02,control,batch1,P007,T0,GENE_0337,26
S02,control,batch1,P007,T0,GENE_0301,6
S02,control,batch1,P007,T0,GENE_0336,4
S02,control,batch1,P007,T0,GENE_0277,7
S02,control,batch1,P007,T0,GENE_0191,9
S02,control,batch1,P007,T0,GENE_0003,9
S02,control,batch1,P007,T0,GENE_0474,9
S02,control,batch1,P007,T0,GENE_0084,17
S02,control,batch1,P007,T0,GENE_0085,18
S02,control,batch1,P007,T0,GENE_0190,27
S02,control,batch1,P007,T0,GENE_0194,43
S02,control,batch1,P007,T0,GENE_0432,2
S02,control,batch1,P007,T0,GENE_0167,1
S02,control,batch1,P007,T0,GENE_0108,29
S02,control,batch1,P007,T0,GENE_0080,2
S02,control,batch1,P007,T0,GENE_0267,16
S02,control,batch1,P007,T0,GENE_0102,4
S02,control,batch1,P007,T0,GENE_0225,1
S02,control,batch1,P007,T0,GENE_0444,22
S02,control,batch1,P007,T0,GENE_0116,17
S02,control,batch1,P007,T0,GENE_0296,5
S02,control,batch1,P007,T0,GENE_0323,1
S02,control,batch1,P007,T0,GENE_0143,12
S02,control,batch1,P007,T0,GENE_0489,32
S02,control,batch1,P007,T0,GENE_0307,3
S02,control,batch1,P007,T0,GENE_0031,15
S02,control,batch1,P007,T0,GENE_0285,12
S02,control,batch1,P007,T0,GENE_0419,21
S02,control,batch1,P007,T0,GENE_0487,6
S02,control,batch1,P007,T0,GENE_0395,4
S02,control,batch1,P007,T0,GENE_0053,39
S02,control,batch1,P007,T0,GENE_0234,9
S02,control,batch1,P007,T0,GENE_0097,16
S02,control,batch1,P007,T0,GENE_0222,5
S02,control,batch1,P007,T0,GENE_0464,10
S02,control,batch1,P007,T0,GENE_0387,3
S02,control,batch1,P007,T0,GENE_0374,11
S02,control,batch1,P007,T0,GENE_0158,42
S02,control,batch1,P007,T0,GENE_0118,1
S02,control,batch1,P007,T0,GENE_0268,5
S02,control,batch1,P007,T0,GENE_0275,56
S02,control,batch1,P007,T0,GENE_0067,9
S02,control,batch1,P007,T0,GENE_0358,10
S02,control,batch1,P007,T0,GENE_0260,28
S02,control,batch1,P007,T0,GENE_0026,5
S02,control,batch1,P007,T0,GENE_0381,119
S02,control,batch1,P007,T0,GENE_0095,27
S02,control,batch1,P007,T0,GENE_0456,6
S02,control,batch1,P007,T0,GENE_0463,95
S02,control,batch1,P007,T0,GENE_0468,1
S02,control,batch1,P007,T0,GENE_0448,37
S02,control,batch1,P007,T0,GENE_0401,13
S02,control,batch1,P007,T0,GENE_0242,62
S02,control,batch1,P007,T0,GENE_0114,40
S02,control,batch1,P007,T0,GENE_0331,16
S02,control,batch1,P007,T0,GENE_0469,3
S02,control,batch1,P007,T0,GENE_0324,34
S02,control,batch1,P007,T0,GENE_0045,18
S02,control,batch1,P007,T0,GENE_0074,87
S02,control,batch1,P007,T0,GENE_0354,10
S02,control,batch1,P007,T0,GENE_0397,12
S02,control,batch1,P007,T0,GENE_0328,16
S02,control,batch1,P007,T0,GENE_0136,1
S02,control,batch1,P007,T0,GENE_0224,3
S02,control,batch1,P007,T0,GENE_0391,24
S02,control,batch1,P007,T0,GENE_0076,7
S02,control,batch1,P007,T0,GENE_0361,7
S02,control,batch1,P007,T0,GENE_0405,20
S02,control,batch1,P007,T0,GENE_0329,23
S02,control,batch1,P007,T0,GENE_0428,32
S02,control,batch1,P007,T0,GENE_0280,37
S02,control,batch1,P007,T0,GENE_0402,5
S02,control,batch1,P007,T0,GENE_0246,5
S02,control,batch1,P007,T0,GENE_0327,50
S02,control,batch1,P007,T0,GENE_0087,12
S02,control,batch1,P007,T0,GENE_0229,7
S02,control,batch1,P007,T0,GENE_0258,58
S02,control,batch1,P007,T0,GENE_0187,20
S02,control,batch1,P007,T0,GENE_0141,29
S02,control,batch1,P007,T0,GENE_0488,94
S02,control,batch1,P007,T0,GENE_0450,9
S02,control,batch1,P007,T0,GENE_0020,30
S02,control,batch1,P007,T0,GENE_0426,8
S02,control,batch1,P007,T0,GENE_0251,13
S02,control,batch1,P007,T0,GENE_0238,73
S02,control,batch1,P007,T0,GENE_0023,32
S02,control,batch1,P007,T0,GENE_0371,14
S02,control,batch1,P007,T0,GENE_0299,28
S02,control,batch1,P007,T0,GENE_0300,10
S02,control,batch1,P007,T0,GENE_0036,4
S02,control,batch1,P007,T0,GENE_0499,2
S02,control,batch1,P007,T0,GENE_0283,1
S02,control,batch1,P007,T0,GENE_0382,96
S02,control,batch1,P007,T0,GENE_0179,2
S02,control,batch1,P007,T0,GENE_0113,6
S02,control,batch1,P007,T0,GENE_0482,13
S02,control,batch1,P007,T0,GENE_0446,18
S02,control,batch1,P007,T0,GENE_0178,35
S02,control,batch1,P007,T0,GENE_0375,28
S02,control,batch1,P007,T0,GENE_0069,7
S02,control,batch1,P007,T0,GENE_0404,13
S02,control,batch1,P007,T0,GENE_0163,11
S02,control,batch1,P007,T0,GENE_0442,11
S02,control,batch1,P007,T0,GENE_0409,74
S02,control,batch1,P007,T0,GENE_0046,17
S02,control,batch1,P007,T0,GENE_0465,22
S02,control,batch1,P007,T0,GENE_0161,28
S02,control,batch1,P007,T0,GENE_0291,55
S02,control,batch1,P007,T0,GENE_0424,17
S02,control,batch1,P007,T0,GENE_0128,1
S02,control,batch1,P007,T0,GENE_0408,28
S02,control,batch1,P007,T0,GENE_0135,6
S02,control,batch1,P007,T0,GENE_0236,6
S02,control,batch1,P007,T0,GENE_0043,23
S02,control,batch1,P007,T0,GENE_0174,38
S02,control,batch1,P007,T0,GENE_0138,16
S02,control,batch1,P007,T0,GENE_0166,13
S02,control,batch1,P007,T0,GENE_0400,52
S02,control,batch1,P007,T0,GENE_0415,16
S02,control,batch1,P007,T0,GENE_0272,138
S02,control,batch1,P007,T0,GENE_0204,32
S02,control,batch1,P007,T0,GENE_0210,3
S02,control,batch1,P007,T0,GENE_0353,32
S02,control,batch1,P007,T0,GENE_0312,14
S02,control,batch1,P007,T0,GENE_0198,43
S02,control,batch1,P007,T0,GENE_0096,22
S02,control,batch1,P007,T0,GENE_0093,3
S02,control,batch1,P007,T0,GENE_0101,1
S02,control,batch1,P007,T0,GENE_0269,10
S02,control,batch1,P007,T0,GENE_0447,14
S02,control,batch1,P007,T0,GENE_0059,4
S02,control,batch1,P007,T0,GENE_0297,18
S02,control,batch1,P007,T0,GENE_0153,60
S02,control,batch1,P007,T0,GENE_0490,6
S02,control,batch1,P007,T0,GENE_0433,6
S02,control,batch1,P007,T0,GENE_0109,17
S02,control,batch1,P007,T0,GENE_0110,28
S02,control,batch1,P007,T0,GENE_0340,12
S02,control,batch1,P007,T0,GENE_0039,10
S02,control,batch1,P007,T0,GENE_0147,9
S02,control,batch1,P007,T0,GENE_0466,3
S02,control,batch1,P007,T0,GENE_0151,17
S02,control,batch1,P007,T0,GENE_0292,7
S02,control,batch1,P007,T0,GENE_0416,19
S02,control,batch1,P007,T0,GENE_0435,4
S02,control,batch1,P007,T0,GENE_0308,9
S02,control,batch1,P007,T0,GENE_0159,20
S02,control,batch1,P007,T0,GENE_0253,3
S02,control,batch1,P007,T0,GENE_0341,47
S02,control,batch1,P007,T0,GENE_0457,4
S02,control,batch1,P007,T0,GENE_0333,16
S02,control,batch1,P007,T0,GENE_0316,40
S02,control,batch1,P007,T0,GENE_0028,4
S02,control,batch1,P007,T0,GENE_0319,5
S02,control,batch1,P007,T0,GENE_0278,3
S02,control,batch1,P007,T0,GENE_0370,60
S02,control,batch1,P007,T0,GENE_0217,13
S02,control,batch1,P007,T0,GENE_0091,170
S02,control,batch1,P007,T0,GENE_0086,7
S02,control,batch1,P007,T0,GENE_0343,21
S03,treated,batch2,P017,T1,GENE_0356,3
S03,treated,batch2,P017,T1,GENE_0233,10
S03,treated,batch2,P017,T1,GENE_0232,68
S03,treated,batch2,P017,T1,GENE_0160,18
S03,treated,batch2,P017,T1,GENE_0049,7
S03,treated,batch2,P017,T1,GENE_0245,52
S03,treated,batch2,P017,T1,GENE_0130,35
S03,treated,batch2,P017,T1,GENE_0477,47
S03,treated,batch2,P017,T1,GENE_0054,16
S03,treated,batch2,P017,T1,GENE_0427,13
S03,treated,batch2,P017,T1,GENE_0349,21
S03,treated,batch2,P017,T1,GENE_0018,27
S03,treated,batch2,P017,T1,GENE_0207,26
S03,treated,batch2,P017,T1,GENE_0282,18
S03,treated,batch2,P017,T1,GENE_0298,37
S03,treated,batch2,P017,T1,GENE_0004,2
S03,treated,batch2,P017,T1,GENE_0241,45
S03,treated,batch2,P017,T1,GENE_0265,10
S03,treated,batch2,P017,T1,GENE_0249,113
S03,treated,batch2,P017,T1,GENE_0126,6
S03,treated,batch2,P017,T1,GENE_0385,75
S03,treated,batch2,P017,T1,GENE_0310,20
S03,treated,batch2,P017,T1,GENE_0276,4
S03,treated,batch2,P017,T1,GENE_0070,12
S03,treated,batch2,P017,T1,GENE_0306,8
S03,treated,batch2,P017,T1,GENE_0201,19
S03,treated,batch2,P017,T1,GENE_0075,29
S03,treated,batch2,P017,T1,GENE_0239,10
S03,treated,batch2,P017,T1,GENE_0172,26
S03,treated,batch2,P017,T1,GENE_0417,67
S03,treated,batch2,P017,T1,GENE_0318,81
S03,treated,batch2,P017,T1,GENE_0029,8
S03,treated,batch2,P017,T1,GENE_0475,14
S03,treated,batch2,P017,T1,GENE_0071,15
S03,treated,batch2,P017,T1,GENE_0347,13
S03,treated,batch2,P017,T1,GENE_0350,8
S03,treated,batch2,P017,T1,GENE_0033,9
S03,treated,batch2,P017,T1,GENE_0021,6
S03,treated,batch2,P017,T1,GENE_0437,19
S03,treated,batch2,P017,T1,GENE_0037,22
S03,treated,batch2,P017,T1,GENE_0452,12
S03,treated,batch2,P017,T1,GENE_0492,55
S03,treated,batch2,P017,T1,GENE_0423,6
S03,treated,batch2,P017,T1,GENE_0001,5
S03,treated,batch2,P017,T1,GENE_0309,20
S03,treated,batch2,P017,T1,GENE_0317,31
S03,treated,batch2,P017,T1,GENE_0044,48
S03,treated,batch2,P017,T1,GENE_0209,9
S03,treated,batch2,P017,T1,GENE_0228,35
S03,treated,batch2,P017,T1,GENE_0030,10
S03,treated,batch2,P017,T1,GENE_0058,12
S03,treated,batch2,P017,T1,GENE_0164,45
S03,treated,batch2,P017,T1,GENE_0022,18
S03,treated,batch2,P017,T1,GENE_0038,2
S03,treated,batch2,P017,T1,GENE_0372,34
S03,treated,batch2,P017,T1,GENE_0100,94
S03,treated,batch2,P017,T1,GENE_0119,7
S03,treated,batch2,P017,T1,GENE_0146,32
S03,treated,batch2,P017,T1,GENE_0148,17
S03,treated,batch2,P017,T1,GENE_0322,11
S03,treated,batch2,P017,T1,GENE_0389,7
S03,treated,batch2,P017,T1,GENE_0390,4
S03,treated,batch2,P017,T1,GENE_0420,18
S03,treated,batch2,P017,T1,GENE_0066,43
S03,treated,batch2,P017,T1,GENE_0279,19
S03,treated,batch2,P017,T1,GENE_0090,8
S03,treated,batch2,P017,T1,GENE_0129,26
S03,treated,batch2,P017,T1,GENE_0205,0
S03,treated,batch2,P017,T1,GENE_0125,45
S03,treated,batch2,P017,T1,GENE_0453,3
S03,treated,batch2,P017,T1,GENE_0473,2
S03,treated,batch2,P017,T1,GENE_0367,6
S03,treated,batch2,P017,T1,GENE_0304,3
S03,treated,batch2,P017,T1,GENE_0122,59
S03,treated,batch2,P017,T1,GENE_0032,5
S03,treated,batch2,P017,T1,GENE_0208,19
S03,treated,batch2,P017,T1,GENE_0012,14
S03,treated,batch2,P017,T1,GENE_0335,27
S03,treated,batch2,P017,T1,GENE_0321,7
S03,treated,batch2,P017,T1,GENE_0360,4
S03,treated,batch2,P017,T1,GENE_0111,32
S03,treated,batch2,P017,T1,GENE_0079,7
S03,treated,batch2,P017,T1,GENE_0373,3
S03,treated,batch2,P017,T1,GENE_0144,7
S03,treated,batch2,P017,T1,GENE_0155,40
S03,treated,batch2,P017,T1,GENE_0196,26
S03,treated,batch2,P017,T1,GENE_0302,10
S03,treated,batch2,P017,T1,GENE_0254,8
S03,treated,batch2,P017,T1,GENE_0461,3
S03,treated,batch2,P017,T1,GENE_0454,111
S03,treated,batch2,P017,T1,GENE_0237,19
S03,treated,batch2,P017,T1,GENE_0383,13
S03,treated,batch2,P017,T1,GENE_0206,39
S03,treated,batch2,P017,T1,GENE_0355,26
S03,treated,batch2,P017,T1,GENE_0320,13
S03,treated,batch2,P017,T1,GENE_0183,15
S03,treated,batch2,P017,T1,GENE_0188,13
S03,treated,batch2,P017,T1,GENE_0230,10
S03,treated,batch2,P017,T1,GENE_0378,27
S03,treated,batch2,P017,T1,GENE_0406,7
S03,treated,batch2,P017,T1,GENE_0213,16
S03,treated,batch2,P017,T1,GENE_0008,12
S03,treated,batch2,P017,T1,GENE_0293,15
S03,treated,batch2,P017,T1,GENE_0496,0
S03,treated,batch2,P017,T1,GENE_0348,34
S03,treated,batch2,P017,T1,GENE_0104,12
S03,treated,batch2,P017,T1,GENE_0313,32
S03,treated,batch2,P017,T1,GENE_0081,1
S03,treated,batch2,P017,T1,GENE_0289,49
S03,treated,batch2,P017,T1,GENE_0212,7
S03,treated,batch2,P017,T1,GENE_0476,31
S03,treated,batch2,P017,T1,GENE_0359,6
S03,treated,batch2,P017,T1,GENE_0068,27
S03,treated,batch2,P017,T1,GENE_0399,9
S03,treated,batch2,P017,T1,GENE_0216,9
S03,treated,batch2,P017,T1,GENE_0305,80
S03,treated,batch2,P017,T1,GENE_0048,10
S03,treated,batch2,P017,T1,GENE_0366,7
S03,treated,batch2,P017,T1,GENE_0112,29
S03,treated,batch2,P017,T1,GENE_0133,22
S03,treated,batch2,P017,T1,GENE_0005,18
S03,treated,batch2,P017,T1,GENE_0169,15
S03,treated,batch2,P017,T1,GENE_0495,104
S03,treated,batch2,P017,T1,GENE_0200,11
S03,treated,batch2,P017,T1,GENE_0445,11
S03,treated,batch2,P017,T1,GENE_0248,27
S03,treated,batch2,P017,T1,GENE_0264,12
S03,treated,batch2,P017,T1,GENE_0351,49
S03,treated,batch2,P017,T1,GENE_0137,23
S03,treated,batch2,P017,T1,GENE_0274,6
S03,treated,batch2,P017,T1,GENE_0120,47
S03,treated,batch2,P017,T1,GENE_0152,5
S03,treated,batch2,P017,T1,GENE_0250,23
S03,treated,batch2,P017,T1,GENE_0326,5
